ISO,AgeofDeath
ANE,45.352753
ASA,54.75
ASE,42.813103
AEE,34.940453
UMA,47.599403
EAM,46.725
ECM,53.96
GEM,46.050003
HIM,54.090004
LCM,47.78
LIM,34.050003
LMM,43.02
MEM,45.845
NAN,54.090004
SAM,42.760002
SSM,33.955
UMM,48.135002
EAE,49.8294
ECE,52.327103
GLE,46.2517
HWW,53.9879
LCE,47.837303
LIW,36.699303
LMW,42.49785
MEE,45.037453
NAE,54.221153
SAE,43.09765
SSE,33.1066
UMW,49.32625
# Series: AVDTFEIN,NaN
"# Name: Mean age of death, female",NaN
# Definition: Average age of death overall for a population,NaN
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),NaN
# Data from the No Ceilings project: http://noceilings.org,NaN
"# For more about the data, please visit http://noceilings.org/data",NaN
AFG,28.96
ALB,46.324997
DZA,39.36
AND,51.545
AGO,28.2
ATG,46.585
ARG,46.725
ARM,46.07
AUS,50.555
AUT,50.184998
AZE,40.785
BHS,39.559998
BHR,39.195
BGD,38.425
BRB,45.54
BLR,45.3
BEL,50.455
BLZ,39.620003
BEN,27.475
BTN,37.559998
BOL,34.025
BIH,48.089996
BWA,33.89
BRA,43.36
BRN,44.545
BGR,48.760002
BFA,21.985
BDI,29.93
KHM,35.095
CMR,28.71
CAN,50.21
CPV,40.85
CAF,31.69
TCD,23.470001
CHL,46.989998
CHN,45.730003
COL,41.08
COM,30.595
COG,32.035
CRI,45.940002
CIV,30.12
HRV,48.875
CUB,49.525
CYP,49.96
CZE,48.809998
PRK,42.485
COD,25.095001
DNK,50.370003
DJI,31.82
DMA,44.605
DOM,43.28
ECU,41.17
EGY,40.940002
SLV,41.695
GNQ,28.05
ERI,28.755001
EST,47.295
ETH,31.025
FJI,40.184998
FIN,49.555
FRA,50.29
GAB,35.68
GMB,26.064999
GEO,46.265
DEU,50.269997
GHA,32.57
GRC,51.165
GRD,44.1
GTM,35.68
GIN,25.75
GNB,26.375
GUY,39.315002
HTI,31.185
HND,40.004997
HUN,48.11
ISL,51.010002
IND,38.53
IDN,40.135002
IRN,43.075
IRQ,30.685
IRL,49.485
ISR,50.089996
ITA,51.614998
JAM,43.955
JPN,51.595
JOR,41.645
KAZ,40.239998
KEN,29.41
KIR,37.59
KWT,40.75
KGZ,38.08
LAO,34.915
LVA,46.85
LBN,45.495003
LSO,31.615
LBR,24.119999
LBY,40.645
LTU,46.46
LUX,49.315002
MKD,48.135002
MDG,32.27
MWI,28.345001
MYS,43.28
MDV,42.875
MLI,21.67
MLT,50.415
MHL,37.18
MRT,28.235
MUS,45.010002
MEX,42.934998
FSM,41.525
MNG,38.46
MNE,48.199997
MAR,40.22
MOZ,28.85
MMR,38.965
NAM,35.53
NPL,34.690002
NLD,50.635002
NZL,49.824997
NIC,40.67
NER,21.89
NGA,24.470001
NOR,51.17
OMN,40.41
PAK,34.129997
PAN,43.71
PNG,35.18
PRY,41.67
PER,41.445
PHL,37.82
POL,47.545
PRT,50.324997
QAT,36.895
KOR,47.275
MDA,44.95
ROU,47.655
RUS,43.98
RWA,29.65
LCA,44.515
VCT,42.58
WSM,42.16
STP,33.8
SAU,40.690002
SEN,28.43
SRB,49.055
SYC,40.239998
SLE,26.535
SGP,47.735
SVK,47.565002
SVN,48.855003
SLB,38.445
SOM,27.795
ZAF,34.015
ESP,51.08
LKA,45.735
SDN,30.065
SUR,39.39
SWZ,32.754997
SWE,51.955
CHE,51.339996
SYR,41.73
TJK,34.67
TZA,27.85
THA,44.11
TLS,29.914999
TGO,28.275
TON,42.760002
TTO,43.78
TUN,44.265
TUR,42.08
TKM,39.739998
UGA,28.41
UKR,45.52
ARE,35.175
GBR,50.855003
USA,48.89
URY,48.864998
UZB,38.614998
VUT,39.07
VEN,40.504997
VNM,42.84
YEM,29.555
ZMB,27.515
ZWE,32.735
AAE,41.45835
ACE,47.45835
GEA,39.998398
HIA,47.3545
AME,42.312653
LIA,29.67345
LMA,36.824448
ANE,40.15275
ASA,49.550003
ASE,37.6131
AEE,29.74045
UMA,42.3994
EAM,41.525
ECM,48.760002
GEM,40.85
HIM,48.89
LCM,42.58
LIM,28.85
LMM,37.82
MEM,40.645
NAN,48.89
SAM,37.559998
SSM,28.755001
UMM,42.934998
EAE,44.629402
ECE,47.127098
GLE,41.0517
HWW,48.787903
LCE,42.6373
LIW,31.4993
LMW,37.29785
MEE,39.83745
NAE,49.02115
SAE,37.89765
SSE,27.9066
UMW,44.12625
# Series: AVDTFEIN,NaN
"# Name: Mean age of death, female",NaN
# Definition: Average age of death overall for a population,NaN
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),NaN
# Data from the No Ceilings project: http://noceilings.org,NaN
"# For more about the data, please visit http://noceilings.org/data",NaN
AFG,44.35
ALB,61.714996
DZA,54.75
AND,66.935
AGO,43.59
ATG,61.975
ARG,62.114998
ARM,61.46
AUS,65.945
AUT,65.575
AZE,56.175
BHS,54.949997
BHR,54.585
BGD,53.815
BRB,60.93
BLR,60.69
BEL,65.845
BLZ,55.010002
BEN,42.864998
BTN,52.949997
BOL,49.415
BIH,63.479996
BWA,49.28
BRA,58.75
BRN,59.934998
BGR,64.15
BFA,37.375
BDI,45.32
KHM,50.485
CMR,44.1
CAN,65.6
CPV,56.239998
CAF,47.08
TCD,38.86
CHL,62.379997
CHN,61.120003
COL,56.47
COM,45.985
COG,47.425
CRI,61.33
CIV,45.510002
HRV,64.265
CUB,64.915
CYP,65.35
CZE,64.2
PRK,57.875
COD,40.485
DNK,65.76
DJI,47.21
DMA,59.995
DOM,58.67
ECU,56.559998
EGY,56.33
SLV,57.085
GNQ,43.44
ERI,44.145
EST,62.684998
ETH,46.415
FJI,55.574997
FIN,64.945
FRA,65.68
GAB,51.07
GMB,41.454998
GEO,61.655
DEU,65.659996
GHA,47.96
GRC,66.555
GRD,59.489998
GTM,51.07
GIN,41.14
GNB,41.765
GUY,54.705
HTI,46.574997
HND,55.394997
HUN,63.5
ISL,66.4
IND,53.92
IDN,55.525
IRN,58.465
IRQ,46.074997
IRL,64.875
ISR,65.479996
ITA,67.005
JAM,59.345
JPN,66.985
JOR,57.035
KAZ,55.629997
KEN,44.8
KIR,52.98
KWT,56.14
KGZ,53.47
LAO,50.305
LVA,62.239998
LBN,60.885002
LSO,47.004997
LBR,39.51
LBY,56.035
LTU,61.85
LUX,64.705
MKD,63.525
MDG,47.66
MWI,43.735
MYS,58.67
MDV,58.265
MLI,37.059998
MLT,65.805
MHL,52.57
MRT,43.625
MUS,60.4
MEX,58.324997
FSM,56.915
MNG,53.85
MNE,63.589996
MAR,55.61
MOZ,44.239998
MMR,54.355
NAM,50.92
NPL,50.08
NLD,66.025
NZL,65.215
NIC,56.059998
NER,37.28
NGA,39.86
NOR,66.56
OMN,55.8
PAK,49.519997
PAN,59.1
PNG,50.57
PRY,57.059998
PER,56.835
PHL,53.21
POL,62.934998
PRT,65.715
QAT,52.285
KOR,62.665
MDA,60.34
ROU,63.045
RUS,59.37
RWA,45.04
LCA,59.905
VCT,57.97
WSM,57.55
STP,49.19
SAU,56.08
SEN,43.82
SRB,64.445
SYC,55.629997
SLE,41.925
SGP,63.125
SVK,62.955
SVN,64.245
SLB,53.835
SOM,43.184998
ZAF,49.405
ESP,66.47
LKA,61.125
SDN,45.455
SUR,54.78
SWZ,48.144997
SWE,67.345
CHE,66.729996
SYR,57.12
TJK,50.059998
TZA,43.239998
THA,59.5
TLS,45.305
TGO,43.665
TON,58.15
TTO,59.17
TUN,59.655
TUR,57.47
TKM,55.129997
UGA,43.8
UKR,60.91
ARE,50.565
GBR,66.245
USA,64.28
URY,64.255
UZB,54.004997
VUT,54.46
VEN,55.894997
VNM,58.23
YEM,44.945
ZMB,42.905
ZWE,48.125
AAE,56.84835
ACE,62.84835
GEA,55.388397
HIA,62.7445
AME,57.702652
LIA,45.06345
LMA,52.214447
ANE,55.542747
ASA,64.94
ASE,53.003098
AEE,45.130447
UMA,57.7894
EAM,56.915
ECM,64.15
GEM,56.239998
HIM,64.28
LCM,57.97
LIM,44.239998
LMM,53.21
MEM,56.035
NAN,64.28
SAM,52.949997
SSM,44.145
UMM,58.324997
EAE,60.0194
ECE,62.517097
GLE,56.4417
HWW,64.1779
LCE,58.027298
LIW,46.889297
LMW,52.68785
MEE,55.227448
NAE,64.41115
SAE,53.28765
SSE,43.2966
UMW,59.51625
# Series: AVDTFEIN,NaN
"# Name: Mean age of death, female",NaN
# Definition: Average age of death overall for a population,NaN
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),NaN
# Data from the No Ceilings project: http://noceilings.org,NaN
"# For more about the data, please visit http://noceilings.org/data",NaN
AFG,53.68
ALB,71.045
DZA,64.08
AND,76.265
AGO,52.92
ATG,71.305
ARG,71.445
ARM,70.79
AUS,75.274994
AUT,74.905
AZE,65.505
BHS,64.28
BHR,63.915
BGD,63.144997
BRB,70.259995
BLR,70.02
BEL,75.175
BLZ,64.34
BEN,52.195
BTN,62.28
BOL,58.745
BIH,72.81
BWA,58.61
BRA,68.08
BRN,69.265
BGR,73.479996
BFA,46.704998
BDI,54.65
KHM,59.815
CMR,53.43
CAN,74.93
CPV,65.57
CAF,56.41
TCD,48.19
CHL,71.71
CHN,70.45
COL,65.8
COM,55.315
COG,56.754997
CRI,70.66
CIV,54.84
HRV,73.595
CUB,74.244995
CYP,74.68
CZE,73.53
PRK,67.205
COD,49.815
DNK,75.09
DJI,56.54
DMA,69.325
DOM,68.0
ECU,65.89
EGY,65.66
SLV,66.415
GNQ,52.77
ERI,53.475
EST,72.015
ETH,55.745
FJI,64.905
FIN,74.274994
FRA,75.009995
GAB,60.4
GMB,50.785
GEO,70.985
DEU,74.99
GHA,57.29
GRC,75.884995
GRD,68.82
GTM,60.4
GIN,50.47
GNB,51.095
GUY,64.035
HTI,55.905
HND,64.725
HUN,72.83
ISL,75.729996
IND,63.25
IDN,64.854996
IRN,67.795
IRQ,55.405
IRL,74.205
ISR,74.81
ITA,76.335
JAM,68.675
JPN,76.315
JOR,66.365
KAZ,64.96
KEN,54.129997
KIR,62.309998
KWT,65.47
KGZ,62.8
LAO,59.635
LVA,71.57
LBN,70.215
LSO,56.335
LBR,48.84
LBY,65.365
LTU,71.18
LUX,74.035
MKD,72.854996
MDG,56.989998
MWI,53.065
MYS,68.0
MDV,67.595
MLI,46.39
MLT,75.134995
MHL,61.9
MRT,52.954998
MUS,69.729996
MEX,67.655
FSM,66.244995
MNG,63.18
MNE,72.92
MAR,64.94
MOZ,53.57
MMR,63.684998
NAM,60.25
NPL,59.41
NLD,75.354996
NZL,74.545
NIC,65.39
NER,46.61
NGA,49.19
NOR,75.89
OMN,65.13
PAK,58.85
PAN,68.43
PNG,59.9
PRY,66.39
PER,66.165
PHL,62.54
POL,72.265
PRT,75.045
QAT,61.614998
KOR,71.994995
MDA,69.67
ROU,72.375
RUS,68.7
RWA,54.37
LCA,69.235
VCT,67.3
WSM,66.88
STP,58.519997
SAU,65.41
SEN,53.15
SRB,73.774994
SYC,64.96
SLE,51.254997
SGP,72.455
SVK,72.285
SVN,73.575
SLB,63.165
SOM,52.515
ZAF,58.735
ESP,75.8
LKA,70.455
SDN,54.785
SUR,64.11
SWZ,57.475
SWE,76.675
CHE,76.06
SYR,66.45
TJK,59.39
TZA,52.57
THA,68.83
TLS,54.635
TGO,52.995
TON,67.479996
TTO,68.5
TUN,68.985
TUR,66.8
TKM,64.46
UGA,53.129997
UKR,70.24
ARE,59.894997
GBR,75.575
USA,73.61
URY,73.585
UZB,63.335
VUT,63.79
VEN,65.225
VNM,67.56
YEM,54.275
ZMB,52.235
ZWE,57.455
AAE,66.178345
ACE,72.178345
GEA,64.7184
HIA,72.0745
AME,67.03265
LIA,54.393448
LMA,61.54445
ANE,64.87275
ASA,74.270004
ASE,62.3331
AEE,54.46045
UMA,67.1194
EAM,66.244995
ECM,73.479996
GEM,65.57
HIM,73.61
LCM,67.3
LIM,53.57
LMM,62.54
MEM,65.365
NAN,73.61
SAM,62.28
SSM,53.475
UMM,67.655
EAE,69.349396
ECE,71.8471
GLE,65.7717
HWW,73.507904
LCE,67.3573
LIW,56.2193
LMW,62.01785
MEE,64.55745
NAE,73.74115
SAE,62.61765
SSE,52.6266
UMW,68.84625
# Series: AVDTFEIN,NaN
"# Name: Mean age of death, female",NaN
# Definition: Average age of death overall for a population,NaN
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),NaN
# Data from the No Ceilings project: http://noceilings.org,NaN
"# For more about the data, please visit http://noceilings.org/data",NaN
AFG,55.065002
ALB,72.43
DZA,65.465004
AND,77.65
AGO,54.305
ATG,72.69
ARG,72.83
ARM,72.175
AUS,76.66
AUT,76.29
AZE,66.89
BHS,65.665
BHR,65.3
BGD,64.53
BRB,71.645004
BLR,71.405
BEL,76.56
BLZ,65.725006
BEN,53.58
BTN,63.665
BOL,60.13
BIH,74.195
BWA,59.995003
BRA,69.465004
BRN,70.65
BGR,74.865005
BFA,48.09
BDI,56.035004
KHM,61.2
CMR,54.815002
CAN,76.315
CPV,66.955
CAF,57.795002
TCD,49.575
CHL,73.095
CHN,71.83501
COL,67.185
COM,56.7
COG,58.14
CRI,72.045
CIV,56.225002
HRV,74.979996
CUB,75.630005
CYP,76.065
CZE,74.915
PRK,68.590004
COD,51.2
DNK,76.475006
DJI,57.925003
DMA,70.71
DOM,69.385
ECU,67.275
EGY,67.045
SLV,67.8
GNQ,54.155003
ERI,54.86
EST,73.4
ETH,57.13
FJI,66.29
FIN,75.66
FRA,76.395004
GAB,61.785004
GMB,52.170002
GEO,72.37
DEU,76.375
GHA,58.675003
GRC,77.270004
GRD,70.205
GTM,61.785004
GIN,51.855003
GNB,52.480003
GUY,65.42
HTI,57.29
HND,66.11
HUN,74.215
ISL,77.115005
IND,64.635
IDN,66.240005
IRN,69.18
IRQ,56.79
IRL,75.59
ISR,76.195
ITA,77.72
JAM,70.06
JPN,77.7
JOR,67.75
KAZ,66.345
KEN,55.515
KIR,63.695
KWT,66.855
KGZ,64.185
LAO,61.02
LVA,72.955
LBN,71.600006
LSO,57.72
LBR,50.225002
LBY,66.75
LTU,72.565
LUX,75.42
MKD,74.240005
MDG,58.375
MWI,54.45
MYS,69.385
MDV,68.98
MLI,47.775
MLT,76.520004
MHL,63.285004
MRT,54.34
MUS,71.115005
MEX,69.04
FSM,67.630005
MNG,64.565
MNE,74.305
MAR,66.325
MOZ,54.955
MMR,65.07
NAM,61.635002
NPL,60.795002
NLD,76.740005
NZL,75.93
NIC,66.775
NER,47.995003
NGA,50.575
NOR,77.275
OMN,66.515
PAK,60.235
PAN,69.815
PNG,61.285004
PRY,67.775
PER,67.55
PHL,63.925003
POL,73.65
PRT,76.43
QAT,63.0
KOR,73.380005
MDA,71.055
ROU,73.76
RUS,70.085
RWA,55.755
LCA,70.62
VCT,68.685
WSM,68.265
STP,59.905
SAU,66.795
SEN,54.535004
SRB,75.16
SYC,66.345
SLE,52.64
SGP,73.84
SVK,73.67
SVN,74.96001
SLB,64.55
SOM,53.9
ZAF,60.120003
ESP,77.185
LKA,71.84
SDN,56.170002
SUR,65.495
SWZ,58.86
SWE,78.06
CHE,77.445
SYR,67.835
TJK,60.775
TZA,53.955
THA,70.215004
TLS,56.02
TGO,54.38
TON,68.865005
TTO,69.885
TUN,70.37
TUR,68.185
TKM,65.845
UGA,54.515
UKR,71.625
ARE,61.28
GBR,76.96001
USA,74.995
URY,74.97
UZB,64.72
VUT,65.175
VEN,66.61
VNM,68.945
YEM,55.660004
ZMB,53.620003
ZWE,58.840004
AAE,67.563354
ACE,73.563354
GEA,66.1034
HIA,73.4595
AME,68.41765
LIA,55.77845
LMA,62.92945
ANE,66.25775
ASA,75.655
ASE,63.7181
AEE,55.84545
UMA,68.5044
EAM,67.630005
ECM,74.865005
GEM,66.955
HIM,74.995
LCM,68.685
LIM,54.955
LMM,63.925003
MEM,66.75
NAN,74.995
SAM,63.665
SSM,54.86
UMM,69.04
EAE,70.734406
ECE,73.2321
GLE,67.1567
HWW,74.8929
LCE,68.7423
LIW,57.6043
LMW,63.40285
MEE,65.94245
NAE,75.12615
SAE,64.002655
SSE,54.0116
UMW,70.23125
# Series: AVDTFEIN,NaN
"# Name: Mean age of death, female",NaN
# Definition: Average age of death overall for a population,NaN
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),NaN
# Data from the No Ceilings project: http://noceilings.org,NaN
"# For more about the data, please visit http://noceilings.org/data",NaN
AFG,52.495003
ALB,69.86
DZA,62.895004
AND,75.08
AGO,51.735
ATG,70.12
ARG,70.26
ARM,69.605
AUS,74.09
AUT,73.72
AZE,64.32
BHS,63.095
BHR,62.730003
BGD,61.96
BRB,69.075
BLR,68.835
BEL,73.990005
BLZ,63.155003
BEN,51.010002
BTN,61.095
BOL,57.56
BIH,71.625
BWA,57.425003
BRA,66.895004
BRN,68.08
BGR,72.295
BFA,45.52
BDI,53.465004
KHM,58.63
CMR,52.245003
CAN,73.745
CPV,64.385
CAF,55.225002
TCD,47.005
CHL,70.525
CHN,69.265
COL,64.615005
COM,54.13
COG,55.57
CRI,69.475006
CIV,53.655003
HRV,72.41
CUB,73.06
CYP,73.495
CZE,72.345
PRK,66.020004
COD,48.63
DNK,73.905
DJI,55.355003
DMA,68.14
DOM,66.815
ECU,64.705
EGY,64.475006
SLV,65.23
GNQ,51.585003
ERI,52.29
EST,70.83
ETH,54.56
FJI,63.72
FIN,73.09
FRA,73.825
GAB,59.215004
GMB,49.600002
GEO,69.8
DEU,73.805
GHA,56.105003
GRC,74.7
GRD,67.635
GTM,59.215004
GIN,49.285004
GNB,49.910004
GUY,62.850002
HTI,54.72
HND,63.54
HUN,71.645004
ISL,74.545
IND,62.065002
IDN,63.670002
IRN,66.61
IRQ,54.22
IRL,73.020004
ISR,73.625
ITA,75.15
JAM,67.490005
JPN,75.130005
JOR,65.18
KAZ,63.775
KEN,52.945
KIR,61.125
KWT,64.285
KGZ,61.615
LAO,58.45
LVA,70.385
LBN,69.03
LSO,55.15
LBR,47.655003
LBY,64.18
LTU,69.995
LUX,72.850006
MKD,71.67
MDG,55.805
MWI,51.88
MYS,66.815
MDV,66.41
MLI,45.205
MLT,73.95
MHL,60.715004
MRT,51.77
MUS,68.545
MEX,66.47
FSM,65.06
MNG,61.995003
MNE,71.735
MAR,63.755
MOZ,52.385002
MMR,62.5
NAM,59.065002
NPL,58.225002
NLD,74.17
NZL,73.36
NIC,64.205
NER,45.425003
NGA,48.005
NOR,74.705
OMN,63.945
PAK,57.665
PAN,67.245
PNG,58.715004
PRY,65.205
PER,64.98
PHL,61.355003
POL,71.08
PRT,73.86
QAT,60.43
KOR,70.81
MDA,68.485
ROU,71.19
RUS,67.515
RWA,53.185
LCA,68.05
VCT,66.115005
WSM,65.695
STP,57.335
SAU,64.225006
SEN,51.965004
SRB,72.59
SYC,63.775
SLE,50.07
SGP,71.270004
SVK,71.100006
SVN,72.39
SLB,61.980003
SOM,51.33
ZAF,57.550003
ESP,74.615005
LKA,69.270004
SDN,53.600002
SUR,62.925003
SWZ,56.29
SWE,75.490005
CHE,74.875
SYR,65.265
TJK,58.205
TZA,51.385002
THA,67.645004
TLS,53.45
TGO,51.81
TON,66.295
TTO,67.315
TUN,67.8
TUR,65.615005
TKM,63.275
UGA,51.945
UKR,69.055
ARE,58.71
GBR,74.39
USA,72.425
URY,72.4
UZB,62.15
VUT,62.605003
VEN,64.04
VNM,66.375
YEM,53.090004
ZMB,51.050003
ZWE,56.270004
AAE,64.99335
ACE,70.99335
GEA,63.5334
HIA,70.8895
AME,65.84766
LIA,53.20845
LMA,60.35945
ANE,63.68775
ASA,73.08501
ASE,61.1481
AEE,53.27545
UMA,65.9344
EAM,65.06
ECM,72.295
GEM,64.385
HIM,72.425
LCM,66.115005
LIM,52.385002
LMM,61.355003
MEM,64.18
NAN,72.425
SAM,61.095
SSM,52.29
UMM,66.47
EAE,68.1644
ECE,70.6621
GLE,64.5867
HWW,72.32291
LCE,66.1723
LIW,55.0343
LMW,60.83285
MEE,63.37245
NAE,72.55615
SAE,61.43265
SSE,51.4416
UMW,67.661255
# Series: AVDTFEIN,NaN
"# Name: Mean age of death, female",NaN
# Definition: Average age of death overall for a population,NaN
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),NaN
# Data from the No Ceilings project: http://noceilings.org,NaN
"# For more about the data, please visit http://noceilings.org/data",NaN
AFG,35.545002
ALB,52.91
DZA,45.945
AND,58.13
AGO,34.785
ATG,53.170002
ARG,53.31
ARM,52.655003
AUS,57.14
AUT,56.77
AZE,47.370003
BHS,46.145
BHR,45.78
BGD,45.010002
BRB,52.125
BLR,51.885002
BEL,57.04
BLZ,46.205
BEN,34.06
BTN,44.145
BOL,40.61
BIH,54.675
BWA,40.475
BRA,49.945
BRN,51.13
BGR,55.345
BFA,28.57
BDI,36.515
KHM,41.68
CMR,35.295002
CAN,56.795002
CPV,47.435
CAF,38.275
TCD,30.055
CHL,53.575
CHN,52.315002
COL,47.665
COM,37.18
COG,38.620003
CRI,52.525
CIV,36.705
HRV,55.46
CUB,56.11
CYP,56.545002
CZE,55.395
PRK,49.07
COD,31.68
DNK,56.955
DJI,38.405
DMA,51.190002
DOM,49.865
ECU,47.755
EGY,47.525
SLV,48.28
GNQ,34.635002
ERI,35.34
EST,53.88
ETH,37.61
FJI,46.77
FIN,56.14
FRA,56.875
GAB,42.265
GMB,32.65
GEO,52.850002
DEU,56.855
GHA,39.155
GRC,57.75
GRD,50.685
GTM,42.265
GIN,32.335
GNB,32.96
GUY,45.9
HTI,37.77
HND,46.59
HUN,54.695
ISL,57.595
IND,45.115
IDN,46.72
IRN,49.660004
IRQ,37.27
IRL,56.07
ISR,56.675
ITA,58.2
JAM,50.54
JPN,58.18
JOR,48.230003
KAZ,46.825
KEN,35.995003
KIR,44.175003
KWT,47.335
KGZ,44.665
LAO,41.5
LVA,53.435
LBN,52.08
LSO,38.2
LBR,30.705002
LBY,47.230003
LTU,53.045002
LUX,55.9
MKD,54.72
MDG,38.855003
MWI,34.93
MYS,49.865
MDV,49.46
MLI,28.255001
MLT,57.0
MHL,43.765
MRT,34.82
MUS,51.595
MEX,49.52
FSM,48.11
MNG,45.045
MNE,54.785
MAR,46.805
MOZ,35.435
MMR,45.550003
NAM,42.115
NPL,41.275
NLD,57.22
NZL,56.41
NIC,47.255
NER,28.475002
NGA,31.055
NOR,57.755
OMN,46.995003
PAK,40.715
PAN,50.295
PNG,41.765
PRY,48.255
PER,48.03
PHL,44.405
POL,54.13
PRT,56.91
QAT,43.480003
KOR,53.86
MDA,51.535004
ROU,54.24
RUS,50.565002
RWA,36.235
LCA,51.1
VCT,49.165
WSM,48.745003
STP,40.385002
SAU,47.275
SEN,35.015
SRB,55.64
SYC,46.825
SLE,33.120003
SGP,54.32
SVK,54.15
SVN,55.440002
SLB,45.03
SOM,34.38
ZAF,40.6
ESP,57.665
LKA,52.32
SDN,36.65
SUR,45.975
SWZ,39.34
SWE,58.54
CHE,57.925
SYR,48.315002
TJK,41.255
TZA,34.435
THA,50.695
TLS,36.5
TGO,34.86
TON,49.345
TTO,50.365
TUN,50.85
TUR,48.665
TKM,46.325
UGA,34.995003
UKR,52.105003
ARE,41.760002
GBR,57.440002
USA,55.475002
URY,55.45
UZB,45.2
VUT,45.655
VEN,47.09
VNM,49.425003
YEM,36.14
ZMB,34.100002
ZWE,39.32
AAE,48.04335
ACE,54.04335
GEA,46.5834
HIA,53.939503
AME,48.89765
LIA,36.258453
LMA,43.40945
ANE,46.73775
ASA,56.135002
ASE,44.1981
AEE,36.32545
UMA,48.9844
EAM,48.11
ECM,55.345
GEM,47.435
HIM,55.475002
LCM,49.165
LIM,35.435
LMM,44.405
MEM,47.230003
NAN,55.475002
SAM,44.145
SSM,35.34
UMM,49.52
EAE,51.2144
ECE,53.7121
GLE,47.636703
HWW,55.372902
LCE,49.2223
LIW,38.0843
LMW,43.88285
MEE,46.42245
NAE,55.60615
SAE,44.48265
SSE,34.4916
UMW,50.71125
# Series: AVDTFEIN,NaN
"# Name: Mean age of death, female",NaN
# Definition: Average age of death overall for a population,NaN
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),NaN
# Data from the No Ceilings project: http://noceilings.org,NaN
"# For more about the data, please visit http://noceilings.org/data",NaN
AFG,31.23
ALB,48.595
DZA,41.63
AND,53.815002
AGO,30.470001
ATG,48.855003
ARG,48.995003
ARM,48.340004
AUS,52.824997
AUT,52.455
AZE,43.055
BHS,41.83
BHR,41.465
BGD,40.695
BRB,47.809998
BLR,47.57
BEL,52.725
BLZ,41.89
BEN,29.745
BTN,39.83
BOL,36.295
BIH,50.36
BWA,36.16
BRA,45.63
BRN,46.815002
BGR,51.03
BFA,24.255001
BDI,32.2
KHM,37.364998
CMR,30.98
CAN,52.480003
CPV,43.120003
CAF,33.96
TCD,25.740002
CHL,49.260002
CHN,48.0
COL,43.35
COM,32.864998
COG,34.305
CRI,48.21
CIV,32.39
HRV,51.144997
CUB,51.795
CYP,52.230003
CZE,51.08
PRK,44.755
COD,27.365002
DNK,52.64
DJI,34.09
DMA,46.875
DOM,45.550003
ECU,43.440002
EGY,43.21
SLV,43.965
GNQ,30.32
ERI,31.025002
EST,49.565002
ETH,33.295
FJI,42.455
FIN,51.824997
FRA,52.559998
GAB,37.95
GMB,28.335
GEO,48.535004
DEU,52.54
GHA,34.84
GRC,53.434998
GRD,46.370003
GTM,37.95
GIN,28.02
GNB,28.645
GUY,41.585
HTI,33.455
HND,42.275
HUN,50.379997
ISL,53.28
IND,40.800003
IDN,42.405
IRN,45.345
IRQ,32.955
IRL,51.754997
ISR,52.36
ITA,53.885002
JAM,46.225
JPN,53.864998
JOR,43.915
KAZ,42.510002
KEN,31.68
KIR,39.86
KWT,43.02
KGZ,40.35
LAO,37.184998
LVA,49.120003
LBN,47.765
LSO,33.885002
LBR,26.39
LBY,42.915
LTU,48.730003
LUX,51.585
MKD,50.405
MDG,34.54
MWI,30.615002
MYS,45.550003
MDV,45.145
MLI,23.94
MLT,52.684998
MHL,39.45
MRT,30.505001
MUS,47.28
MEX,45.205
FSM,43.795
MNG,40.73
MNE,50.47
MAR,42.489998
MOZ,31.12
MMR,41.235
NAM,37.800003
NPL,36.96
NLD,52.905
NZL,52.095
NIC,42.940002
NER,24.16
NGA,26.740002
NOR,53.440002
OMN,42.68
PAK,36.4
PAN,45.98
PNG,37.45
PRY,43.940002
PER,43.715
PHL,40.09
POL,49.815002
PRT,52.595
QAT,39.165
KOR,49.545
MDA,47.22
ROU,49.925003
RUS,46.25
RWA,31.92
LCA,46.785
VCT,44.85
WSM,44.43
STP,36.07
SAU,42.96
SEN,30.7
SRB,51.324997
SYC,42.510002
SLE,28.805
SGP,50.004997
SVK,49.835
SVN,51.125
SLB,40.715
SOM,30.065
ZAF,36.285
ESP,53.35
LKA,48.004997
SDN,32.335
SUR,41.66
SWZ,35.025
SWE,54.225
CHE,53.61
SYR,44.0
TJK,36.940002
TZA,30.12
THA,46.38
TLS,32.184998
TGO,30.545
TON,45.03
TTO,46.050003
TUN,46.535
TUR,44.35
TKM,42.010002
UGA,30.68
UKR,47.79
ARE,37.445
GBR,53.125
USA,51.160004
URY,51.135002
UZB,40.885002
VUT,41.34
VEN,42.775
VNM,45.11
YEM,31.825
ZMB,29.785
ZWE,35.005
AAE,43.728348
ACE,49.728348
GEA,42.268402
HIA,49.624504
AME,44.58265
LIA,31.94345
LMA,39.09445
ANE,42.422752
ASA,51.82
ASE,39.883102
AEE,32.010452
UMA,44.669403
EAM,43.795
ECM,51.03
GEM,43.120003
HIM,51.160004
