ISO,AgeofDeath
IDN,46.895
IRN,49.835
IRQ,37.445
IRL,56.245
ISR,56.85
ITA,58.375
JAM,50.715
JPN,58.355
JOR,48.405
KAZ,47.0
KEN,36.17
KIR,44.35
KWT,47.510002
KGZ,44.84
LAO,41.675
LVA,53.61
LBN,52.255
LSO,38.375
LBR,30.880001
LBY,47.405
LTU,53.22
LUX,56.075
MKD,54.895
MDG,39.03
MWI,35.105
MYS,50.04
MDV,49.635002
MLI,28.43
MLT,57.175
MHL,43.940002
MRT,34.995
MUS,51.77
MEX,49.695
FSM,48.285
MNG,45.22
MNE,54.96
MAR,46.98
MOZ,35.61
MMR,45.725
NAM,42.29
NPL,41.45
NLD,57.395
NZL,56.585
NIC,47.43
NER,28.650002
NGA,31.23
NOR,57.93
OMN,47.17
PAK,40.89
PAN,50.47
PNG,41.940002
PRY,48.43
PER,48.205
PHL,44.58
POL,54.305
PRT,57.085
QAT,43.655
KOR,54.035
MDA,51.71
ROU,54.415
RUS,50.739998
RWA,36.41
LCA,51.275
VCT,49.34
WSM,48.92
STP,40.559998
SAU,47.45
SEN,35.190002
SRB,55.815
SYC,47.0
SLE,33.295
SGP,54.495
SVK,54.325
SVN,55.615
SLB,45.205
SOM,34.555
ZAF,40.775
ESP,57.84
LKA,52.495
SDN,36.825
SUR,46.15
SWZ,39.515
SWE,58.715
CHE,58.1
SYR,48.489998
TJK,41.43
TZA,34.61
THA,50.870003
TLS,36.675
TGO,35.035
TON,49.52
TTO,50.54
TUN,51.025
TUR,48.84
TKM,46.5
UGA,35.17
UKR,52.28
ARE,41.934998
GBR,57.615
USA,55.65
URY,55.625
UZB,45.375
VUT,45.83
VEN,47.265
VNM,49.6
YEM,36.315002
ZMB,34.275
ZWE,39.495003
AAE,48.21835
ACE,54.21835
GEA,46.7584
HIA,54.114502
AME,49.07265
LIA,36.43345
LMA,43.58445
ANE,46.91275
ASA,56.31
ASE,44.3731
AEE,36.50045
UMA,49.1594
EAM,48.285
ECM,55.52
GEM,47.61
HIM,55.65
LCM,49.34
LIM,35.61
LMM,44.58
MEM,47.405
NAN,55.65
SAM,44.32
SSM,35.515
UMM,49.695
EAE,51.3894
ECE,53.8871
GLE,47.8117
HWW,55.5479
LCE,49.3973
LIW,38.2593
LMW,44.05785
MEE,46.59745
NAE,55.78115
SAE,44.65765
SSE,34.6666
UMW,50.88625
# Series: AVDTFEIN,NaN
"# Name: Mean age of death, female",NaN
# Definition: Average age of death overall for a population,NaN
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),NaN
# Data from the No Ceilings project: http://noceilings.org,NaN
"# For more about the data, please visit http://noceilings.org/data",NaN
AFG,49.260002
ALB,66.625
DZA,59.660004
AND,71.845
AGO,48.5
ATG,66.885
ARG,67.025
ARM,66.37
AUS,70.854996
AUT,70.485
AZE,61.085
BHS,59.86
BHR,59.495003
BGD,58.725
BRB,65.84
BLR,65.6
BEL,70.755005
BLZ,59.920002
BEN,47.775
BTN,57.86
BOL,54.325
BIH,68.39
BWA,54.190002
BRA,63.660004
BRN,64.845
BGR,69.06
BFA,42.285
BDI,50.230003
KHM,55.395
CMR,49.010002
CAN,70.51
CPV,61.15
CAF,51.99
TCD,43.77
CHL,67.29
CHN,66.03
COL,61.38
COM,50.895
COG,52.335
CRI,66.240005
CIV,50.420002
HRV,69.175
CUB,69.825
CYP,70.26
CZE,69.11
PRK,62.785004
COD,45.395
DNK,70.67
DJI,52.120003
DMA,64.905
DOM,63.58
ECU,61.47
EGY,61.24
SLV,61.995003
GNQ,48.350002
ERI,49.055
EST,67.595
ETH,51.325
FJI,60.485
FIN,69.854996
FRA,70.59
GAB,55.980003
GMB,46.365
GEO,66.565
DEU,70.57
GHA,52.870003
GRC,71.465
GRD,64.4
GTM,55.980003
GIN,46.050003
GNB,46.675003
GUY,59.615
HTI,51.485
HND,60.305
HUN,68.41
ISL,71.31
IND,58.83
IDN,60.435
IRN,63.375
IRQ,50.985
IRL,69.785
ISR,70.39
ITA,71.915
JAM,64.255005
JPN,71.895004
JOR,61.945
KAZ,60.54
KEN,49.71
KIR,57.89
KWT,61.050003
KGZ,58.38
LAO,55.215
LVA,67.15
LBN,65.795
LSO,51.915
LBR,44.420002
LBY,60.945
LTU,66.76
LUX,69.615005
MKD,68.435
MDG,52.57
MWI,48.645
MYS,63.58
MDV,63.175003
MLI,41.97
MLT,70.715
MHL,57.480003
MRT,48.535
MUS,65.31
MEX,63.235
FSM,61.825
MNG,58.760002
MNE,68.5
MAR,60.52
MOZ,49.15
MMR,59.265
NAM,55.83
NPL,54.99
NLD,70.935
NZL,70.125
NIC,60.97
NER,42.190002
NGA,44.77
NOR,71.47
OMN,60.71
PAK,54.43
PAN,64.01
PNG,55.480003
PRY,61.97
PER,61.745003
PHL,58.120003
POL,67.845
PRT,70.625
QAT,57.195
KOR,67.575
MDA,65.25
ROU,67.955
RUS,64.28
RWA,49.95
LCA,64.815
VCT,62.88
WSM,62.46
STP,54.1
SAU,60.99
SEN,48.730003
SRB,69.354996
SYC,60.54
SLE,46.835
SGP,68.035
SVK,67.865005
SVN,69.155
SLB,58.745003
SOM,48.095
ZAF,54.315002
ESP,71.380005
LKA,66.035
SDN,50.365
SUR,59.690002
SWZ,53.055
SWE,72.255005
CHE,71.64
SYR,62.03
TJK,54.97
TZA,48.15
THA,64.41
TLS,50.215
TGO,48.575
TON,63.06
TTO,64.08
TUN,64.565
TUR,62.38
TKM,60.04
UGA,48.71
UKR,65.82
ARE,55.475
GBR,71.155
USA,69.19
URY,69.165
UZB,58.915
VUT,59.370003
VEN,60.805
VNM,63.14
YEM,49.855003
ZMB,47.815002
ZWE,53.035004
AAE,61.75835
ACE,67.75835
GEA,60.2984
HIA,67.6545
AME,62.61265
LIA,49.97345
LMA,57.12445
ANE,60.45275
ASA,69.850006
ASE,57.9131
AEE,50.04045
UMA,62.6994
EAM,61.825
ECM,69.06
GEM,61.15
HIM,69.19
LCM,62.88
LIM,49.15
LMM,58.120003
MEM,60.945
NAN,69.19
SAM,57.86
SSM,49.055
UMM,63.235
EAE,64.9294
ECE,67.4271
GLE,61.3517
HWW,69.087906
LCE,62.9373
LIW,51.7993
LMW,57.59785
MEE,60.13745
NAE,69.32115
SAE,58.19765
SSE,48.2066
UMW,64.426254
# Series: AVDTFEIN,NaN
"# Name: Mean age of death, female",NaN
# Definition: Average age of death overall for a population,NaN
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),NaN
# Data from the No Ceilings project: http://noceilings.org,NaN
"# For more about the data, please visit http://noceilings.org/data",NaN
AFG,48.325
ALB,65.69
DZA,58.725
AND,70.91
AGO,47.565
ATG,65.95
ARG,66.09
ARM,65.435
AUS,69.92
AUT,69.55
AZE,60.15
BHS,58.925
BHR,58.559998
BGD,57.79
BRB,64.905
BLR,64.665
BEL,69.82
BLZ,58.985
BEN,46.84
BTN,56.925
BOL,53.39
BIH,67.455
BWA,53.254997
BRA,62.725
BRN,63.91
BGR,68.125
BFA,41.35
BDI,49.295
KHM,54.46
CMR,48.075
CAN,69.575
CPV,60.215
CAF,51.055
TCD,42.835
CHL,66.354996
CHN,65.095
COL,60.445
COM,49.96
COG,51.4
CRI,65.305
CIV,49.485
HRV,68.24
CUB,68.89
CYP,69.325
CZE,68.175
PRK,61.85
COD,44.46
DNK,69.735
DJI,51.184998
DMA,63.97
DOM,62.645
ECU,60.535
EGY,60.305
SLV,61.059998
GNQ,47.415
ERI,48.12
EST,66.66
ETH,50.39
FJI,59.55
FIN,68.92
FRA,69.655
GAB,55.045
GMB,45.43
GEO,65.630005
DEU,69.634995
GHA,51.934998
GRC,70.53
GRD,63.465
GTM,55.045
GIN,45.114998
GNB,45.739998
GUY,58.68
HTI,50.55
HND,59.37
HUN,67.475
ISL,70.375
IND,57.895
IDN,59.5
IRN,62.440002
IRQ,50.05
IRL,68.85
ISR,69.455
ITA,70.979996
JAM,63.32
JPN,70.96
JOR,61.010002
KAZ,59.605
KEN,48.775
KIR,56.955
KWT,60.114998
KGZ,57.445
LAO,54.28
LVA,66.215
LBN,64.86
LSO,50.98
LBR,43.485
LBY,60.010002
LTU,65.825
LUX,68.68
MKD,67.5
MDG,51.635002
MWI,47.71
MYS,62.645
MDV,62.239998
MLI,41.035
MLT,69.78
MHL,56.545
MRT,47.6
MUS,64.375
MEX,62.3
FSM,60.89
MNG,57.824997
MNE,67.565
MAR,59.585
MOZ,48.215
MMR,58.33
NAM,54.895
NPL,54.055
NLD,70.0
NZL,69.19
NIC,60.035
NER,41.255
NGA,43.835
NOR,70.535
OMN,59.775
PAK,53.495
PAN,63.074997
PNG,54.545
PRY,61.035
PER,60.809998
PHL,57.184998
POL,66.91
PRT,69.69
QAT,56.260002
KOR,66.64
MDA,64.315
ROU,67.020004
RUS,63.345
RWA,49.015
LCA,63.879997
VCT,61.945
WSM,61.525
STP,53.165
SAU,60.055
SEN,47.795
SRB,68.42
SYC,59.605
SLE,45.9
SGP,67.1
SVK,66.93
SVN,68.22
SLB,57.809998
SOM,47.16
ZAF,53.379997
ESP,70.445
LKA,65.1
SDN,49.43
SUR,58.754997
SWZ,52.12
SWE,71.32
CHE,70.705
SYR,61.095
TJK,54.035
TZA,47.215
THA,63.475
TLS,49.28
TGO,47.64
TON,62.125
TTO,63.145
TUN,63.629997
TUR,61.445
TKM,59.105
UGA,47.775
UKR,64.885
ARE,54.54
GBR,70.22
USA,68.255005
URY,68.229996
UZB,57.98
VUT,58.434998
VEN,59.87
VNM,62.205
YEM,48.92
ZMB,46.88
ZWE,52.1
AAE,60.82335
ACE,66.82335
GEA,59.3634
HIA,66.7195
AME,61.67765
LIA,49.038452
LMA,56.18945
ANE,59.51775
ASA,68.915
ASE,56.9781
AEE,49.10545
UMA,61.7644
EAM,60.89
ECM,68.125
GEM,60.215
HIM,68.255005
LCM,61.945
LIM,48.215
LMM,57.184998
MEM,60.010002
NAN,68.255005
SAM,56.925
SSM,48.12
UMM,62.3
EAE,63.9944
ECE,66.492096
GLE,60.416702
HWW,68.1529
LCE,62.0023
LIW,50.8643
LMW,56.66285
MEE,59.20245
NAE,68.386154
SAE,57.26265
SSE,47.2716
UMW,63.49125
# Series: AVDTFEIN,NaN
"# Name: Mean age of death, female",NaN
# Definition: Average age of death overall for a population,NaN
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),NaN
# Data from the No Ceilings project: http://noceilings.org,NaN
"# For more about the data, please visit http://noceilings.org/data",NaN
AFG,53.600002
ALB,70.965
DZA,64.0
AND,76.185
AGO,52.84
ATG,71.225006
ARG,71.365005
ARM,70.71001
AUS,75.195
AUT,74.825
AZE,65.425
BHS,64.2
BHR,63.835
BGD,63.065002
BRB,70.18
BLR,69.94
BEL,75.095
BLZ,64.26
BEN,52.115
BTN,62.2
BOL,58.665
BIH,72.729996
BWA,58.53
BRA,68.0
BRN,69.185
BGR,73.4
BFA,46.625
BDI,54.57
KHM,59.735
CMR,53.350002
CAN,74.850006
CPV,65.490005
CAF,56.33
TCD,48.11
CHL,71.630005
CHN,70.37
COL,65.72
COM,55.235
COG,56.675003
CRI,70.58
CIV,54.760002
HRV,73.515
CUB,74.165
CYP,74.600006
CZE,73.45
PRK,67.125
COD,49.735
DNK,75.01
DJI,56.46
DMA,69.245
DOM,67.92
ECU,65.81
EGY,65.58
SLV,66.335
GNQ,52.690002
ERI,53.395
EST,71.935
ETH,55.665
FJI,64.825
FIN,74.195
FRA,74.93
GAB,60.32
GMB,50.705
GEO,70.905
DEU,74.91
GHA,57.21
GRC,75.805
GRD,68.740005
GTM,60.32
GIN,50.39
GNB,51.015
GUY,63.955
HTI,55.825
HND,64.645004
HUN,72.75
ISL,75.65
IND,63.170002
IDN,64.775
IRN,67.715004
IRQ,55.325
IRL,74.125
ISR,74.729996
ITA,76.255005
JAM,68.595
JPN,76.235
JOR,66.285
KAZ,64.880005
KEN,54.050003
KIR,62.230003
KWT,65.39
KGZ,62.72
LAO,59.555
LVA,71.490005
LBN,70.135
LSO,56.255
LBR,48.760002
LBY,65.285
LTU,71.100006
LUX,73.955
MKD,72.775
MDG,56.910004
MWI,52.985
MYS,67.92
MDV,67.515
MLI,46.31
MLT,75.055
MHL,61.82
MRT,52.875
MUS,69.65
MEX,67.575
FSM,66.165
MNG,63.1
MNE,72.84
MAR,64.86
MOZ,53.49
MMR,63.605003
NAM,60.170002
NPL,59.33
NLD,75.275
NZL,74.465
NIC,65.31
NER,46.530003
NGA,49.11
NOR,75.81
OMN,65.05
PAK,58.77
PAN,68.35
PNG,59.82
PRY,66.31
PER,66.085
PHL,62.46
POL,72.185
PRT,74.965
QAT,61.535004
KOR,71.915
MDA,69.590004
ROU,72.295
RUS,68.62
RWA,54.29
LCA,69.155
VCT,67.22
WSM,66.8
STP,58.440002
SAU,65.33
SEN,53.07
SRB,73.695
SYC,64.880005
SLE,51.175003
SGP,72.375
SVK,72.205
SVN,73.495
SLB,63.085
SOM,52.435
ZAF,58.655
ESP,75.72
LKA,70.375
SDN,54.705
SUR,64.03
SWZ,57.395
SWE,76.595
CHE,75.979996
SYR,66.37
TJK,59.31
TZA,52.49
THA,68.75
TLS,54.555
TGO,52.915
TON,67.4
TTO,68.42
TUN,68.905
TUR,66.72
TKM,64.380005
UGA,53.050003
UKR,70.16
ARE,59.815002
GBR,75.495
USA,73.53
URY,73.505005
UZB,63.255
VUT,63.71
VEN,65.145004
VNM,67.48
YEM,54.195
ZMB,52.155003
ZWE,57.375
AAE,66.09835
ACE,72.09835
GEA,64.6384
HIA,71.99451
AME,66.95265
LIA,54.313454
LMA,61.46445
ANE,64.792755
ASA,74.19
ASE,62.2531
AEE,54.38045
UMA,67.0394
EAM,66.165
ECM,73.4
GEM,65.490005
HIM,73.53
LCM,67.22
LIM,53.49
LMM,62.46
MEM,65.285
NAN,73.53
SAM,62.2
SSM,53.395
UMM,67.575
EAE,69.2694
ECE,71.767105
GLE,65.6917
HWW,73.4279
LCE,67.2773
LIW,56.1393
LMW,61.93785
MEE,64.47745
NAE,73.66115
SAE,62.53765
SSE,52.5466
UMW,68.76625
# Series: AVDTFEIN,NaN
"# Name: Mean age of death, female",NaN
# Definition: Average age of death overall for a population,NaN
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),NaN
# Data from the No Ceilings project: http://noceilings.org,NaN
"# For more about the data, please visit http://noceilings.org/data",NaN
AFG,25.665
ALB,43.03
DZA,36.065002
AND,48.25
AGO,24.904999
ATG,43.29
ARG,43.43
ARM,42.775
AUS,47.26
AUT,46.89
AZE,37.489998
BHS,36.265
BHR,35.9
BGD,35.129997
BRB,42.245
BLR,42.004997
BEL,47.16
BLZ,36.325
BEN,24.18
BTN,34.265
BOL,30.73
BIH,44.795
BWA,30.595
BRA,40.065002
BRN,41.25
BGR,45.465
BFA,18.689999
BDI,26.635
KHM,31.8
CMR,25.415
CAN,46.915
CPV,37.555
CAF,28.395
TCD,20.175
CHL,43.695
CHN,42.435
COL,37.785
COM,27.3
COG,28.74
CRI,42.645
CIV,26.825
HRV,45.579998
CUB,46.23
CYP,46.665
CZE,45.515
PRK,39.190002
COD,21.8
DNK,47.075
DJI,28.525
DMA,41.309998
DOM,39.985
ECU,37.875
EGY,37.645
SLV,38.4
GNQ,24.755001
ERI,25.46
EST,44.0
ETH,27.73
FJI,36.89
FIN,46.26
FRA,46.995
GAB,32.385002
GMB,22.77
GEO,42.97
DEU,46.975
GHA,29.275
GRC,47.87
GRD,40.805
GTM,32.385002
GIN,22.455
GNB,23.08
GUY,36.02
HTI,27.89
HND,36.71
HUN,44.815
ISL,47.715
IND,35.235
IDN,36.84
IRN,39.78
IRQ,27.39
IRL,46.19
ISR,46.795
ITA,48.32
JAM,40.66
JPN,48.3
JOR,38.35
KAZ,36.945
KEN,26.115
KIR,34.295
KWT,37.455
KGZ,34.785
LAO,31.619999
LVA,43.555
LBN,42.2
LSO,28.32
LBR,20.825
LBY,37.35
LTU,43.165
LUX,46.02
MKD,44.84
MDG,28.975
MWI,25.05
MYS,39.985
MDV,39.58
MLI,18.375
MLT,47.12
MHL,33.885002
MRT,24.939999
MUS,41.715
MEX,39.64
FSM,38.23
MNG,35.165
MNE,44.905
MAR,36.925
MOZ,25.555
MMR,35.67
NAM,32.235
NPL,31.395
NLD,47.34
NZL,46.53
NIC,37.375
NER,18.595001
NGA,21.175
NOR,47.875
OMN,37.114998
PAK,30.835
PAN,40.415
PNG,31.885
PRY,38.375
PER,38.15
PHL,34.525
POL,44.25
PRT,47.03
QAT,33.6
KOR,43.98
MDA,41.655
ROU,44.36
RUS,40.684998
RWA,26.355
LCA,41.22
VCT,39.285
WSM,38.864998
STP,30.505
SAU,37.395
SEN,25.135
SRB,45.76
SYC,36.945
SLE,23.24
SGP,44.44
SVK,44.27
SVN,45.56
SLB,35.15
SOM,24.5
ZAF,30.72
ESP,47.785
LKA,42.44
SDN,26.77
SUR,36.095
SWZ,29.46
SWE,48.66
CHE,48.045
SYR,38.434998
TJK,31.375
TZA,24.555
THA,40.815002
TLS,26.619999
TGO,24.98
TON,39.465
TTO,40.485
TUN,40.97
TUR,38.785
TKM,36.445
UGA,25.115
UKR,42.225
ARE,31.88
GBR,47.56
USA,45.595
URY,45.57
UZB,35.32
VUT,35.775
VEN,37.21
VNM,39.545
YEM,26.26
ZMB,24.220001
ZWE,29.44
AAE,38.16335
ACE,44.16335
GEA,36.7034
HIA,44.0595
AME,39.01765
LIA,26.37845
LMA,33.52945
ANE,36.85775
ASA,46.255
ASE,34.3181
AEE,26.44545
UMA,39.1044
EAM,38.23
ECM,45.465
GEM,37.555
HIM,45.595
LCM,39.285
LIM,25.555
LMM,34.525
MEM,37.35
NAN,45.595
SAM,34.265
SSM,25.46
UMM,39.64
EAE,41.3344
ECE,43.8321
GLE,37.7567
HWW,45.4929
LCE,39.3423
LIW,28.2043
LMW,34.00285
MEE,36.54245
NAE,45.72615
SAE,34.60265
SSE,24.611599
UMW,40.83125
# Series: AVDTFEIN,NaN
"# Name: Mean age of death, female",NaN
# Definition: Average age of death overall for a population,NaN
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),NaN
# Data from the No Ceilings project: http://noceilings.org,NaN
"# For more about the data, please visit http://noceilings.org/data",NaN
AFG,34.165
ALB,51.53
DZA,44.565002
AND,56.75
AGO,33.405
ATG,51.79
ARG,51.93
ARM,51.275
AUS,55.76
AUT,55.39
AZE,45.989998
BHS,44.765
BHR,44.4
BGD,43.629997
BRB,50.745
BLR,50.504997
BEL,55.66
BLZ,44.825
BEN,32.68
BTN,42.765
BOL,39.23
BIH,53.295
BWA,39.095
BRA,48.565002
BRN,49.75
BGR,53.965
BFA,27.189999
BDI,35.135002
KHM,40.3
CMR,33.915
CAN,55.415
CPV,46.055
CAF,36.895
TCD,28.675
CHL,52.195
CHN,50.935
COL,46.285
COM,35.8
COG,37.239998
CRI,51.145
CIV,35.325
HRV,54.079998
CUB,54.73
CYP,55.165
CZE,54.015
PRK,47.690002
COD,30.3
DNK,55.575
DJI,37.025
DMA,49.809998
DOM,48.485
ECU,46.375
EGY,46.145
SLV,46.9
GNQ,33.255
ERI,33.96
EST,52.5
ETH,36.23
FJI,45.39
FIN,54.76
FRA,55.495
GAB,40.885002
GMB,31.27
GEO,51.47
DEU,55.475
GHA,37.775
GRC,56.37
GRD,49.305
GTM,40.885002
GIN,30.955
GNB,31.58
GUY,44.52
HTI,36.39
HND,45.21
HUN,53.315
ISL,56.215
IND,43.735
IDN,45.34
IRN,48.28
IRQ,35.89
IRL,54.69
ISR,55.295
ITA,56.82
JAM,49.16
JPN,56.8
JOR,46.85
KAZ,45.445
KEN,34.614998
KIR,42.795
KWT,45.955
KGZ,43.285
LAO,40.12
LVA,52.055
LBN,50.7
LSO,36.82
LBR,29.325
LBY,45.85
LTU,51.665
LUX,54.52
MKD,53.34
MDG,37.475
MWI,33.55
MYS,48.485
MDV,48.08
MLI,26.875
MLT,55.62
MHL,42.385002
MRT,33.44
MUS,50.215
MEX,48.14
FSM,46.73
MNG,43.665
MNE,53.405
MAR,45.425
MOZ,34.055
MMR,44.17
NAM,40.735
NPL,39.895
NLD,55.84
NZL,55.03
NIC,45.875
NER,27.095001
NGA,29.675
NOR,56.375
OMN,45.614998
PAK,39.335
PAN,48.915
PNG,40.385002
PRY,46.875
PER,46.65
PHL,43.025
POL,52.75
PRT,55.53
QAT,42.1
KOR,52.48
MDA,50.155
ROU,52.86
RUS,49.184998
RWA,34.855
LCA,49.72
VCT,47.785
WSM,47.364998
STP,39.004997
SAU,45.895
SEN,33.635002
SRB,54.26
SYC,45.445
SLE,31.74
SGP,52.94
SVK,52.77
SVN,54.06
SLB,43.65
SOM,33.0
ZAF,39.22
ESP,56.285
LKA,50.94
SDN,35.27
SUR,44.595
SWZ,37.96
SWE,57.16
CHE,56.545
SYR,46.934998
TJK,39.875
TZA,33.055
THA,49.315002
TLS,35.12
TGO,33.48
TON,47.965
TTO,48.985
TUN,49.47
TUR,47.285
TKM,44.945
UGA,33.614998
UKR,50.725
ARE,40.379997
GBR,56.06
USA,54.095
URY,54.07
UZB,43.82
VUT,44.275
VEN,45.71
VNM,48.045
YEM,34.760002
ZMB,32.72
ZWE,37.940002
AAE,46.66335
ACE,52.66335
GEA,45.2034
HIA,52.5595
AME,47.51765
LIA,34.87845
LMA,42.02945
ANE,45.35775
ASA,54.755
ASE,42.8181
AEE,34.94545
UMA,47.6044
EAM,46.73
ECM,53.965
GEM,46.055
HIM,54.095
LCM,47.785
LIM,34.055
LMM,43.025
MEM,45.85
NAN,54.095
SAM,42.765
SSM,33.96
UMM,48.14
EAE,49.8344
ECE,52.3321
GLE,46.2567
HWW,53.9929
LCE,47.8423
LIW,36.7043
LMW,42.50285
MEE,45.04245
NAE,54.22615
SAE,43.10265
SSE,33.1116
UMW,49.33125
# Series: AVDTFEIN,NaN
"# Name: Mean age of death, female",NaN
# Definition: Average age of death overall for a population,NaN
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),NaN
# Data from the No Ceilings project: http://noceilings.org,NaN
"# For more about the data, please visit http://noceilings.org/data",NaN
AFG,40.865
ALB,58.23
DZA,51.265
AND,63.45
AGO,40.105
ATG,58.49
ARG,58.63
ARM,57.975002
AUS,62.46
AUT,62.09
AZE,52.690002
BHS,51.465
BHR,51.1
BGD,50.33
BRB,57.445
BLR,57.205
BEL,62.36
BLZ,51.525
BEN,39.38
BTN,49.465
BOL,45.93
BIH,59.995
BWA,45.795
BRA,55.265
BRN,56.45
BGR,60.665
BFA,33.89
BDI,41.835
KHM,47.0
CMR,40.615
CAN,62.115
CPV,52.755
CAF,43.595
TCD,35.375
CHL,58.895
CHN,57.635002
COL,52.985
COM,42.5
COG,43.940002
CRI,57.845
CIV,42.025
HRV,60.78
CUB,61.43
CYP,61.865
CZE,60.715
PRK,54.39
COD,37.0
DNK,62.275
DJI,43.725
DMA,56.510002
DOM,55.185
ECU,53.075
EGY,52.845
SLV,53.6
GNQ,39.955
ERI,40.66
EST,59.2
ETH,42.93
FJI,52.09
FIN,61.46
FRA,62.195
GAB,47.585
GMB,37.97
GEO,58.170002
DEU,62.175
GHA,44.475
GRC,63.07
GRD,56.005
GTM,47.585
GIN,37.655
GNB,38.28
GUY,51.22
HTI,43.09
HND,51.91
HUN,60.015
ISL,62.915
IND,50.435
IDN,52.04
IRN,54.980003
IRQ,42.59
IRL,61.39
ISR,61.995
ITA,63.52
JAM,55.86
JPN,63.5
JOR,53.550003
KAZ,52.145
KEN,41.315002
KIR,49.495003
KWT,52.655
KGZ,49.985
LAO,46.82
LVA,58.755
LBN,57.4
LSO,43.52
LBR,36.025
LBY,52.550003
LTU,58.365
LUX,61.22
MKD,60.04
MDG,44.175003
MWI,40.25
MYS,55.185
MDV,54.78
MLI,33.575
MLT,62.32
MHL,49.085
MRT,40.14
MUS,56.915
MEX,54.84
FSM,53.43
MNG,50.364998
MNE,60.105
MAR,52.125
MOZ,40.755
MMR,50.870003
NAM,47.435
NPL,46.595
NLD,62.54
NZL,61.73
NIC,52.575
NER,33.795002
NGA,36.375
NOR,63.075
OMN,52.315002
PAK,46.035
PAN,55.614998
PNG,47.085
PRY,53.575
PER,53.35
PHL,49.725
POL,59.45
PRT,62.23
QAT,48.800003
KOR,59.18
MDA,56.855003
ROU,59.56
RUS,55.885002
RWA,41.555
LCA,56.42
VCT,54.485
WSM,54.065002
STP,45.705
SAU,52.595
SEN,40.335
SRB,60.96
SYC,52.145
SLE,38.440002
SGP,59.64
SVK,59.47
SVN,60.760002
SLB,50.35
SOM,39.7
ZAF,45.92
ESP,62.985
LKA,57.64
SDN,41.97
SUR,51.295
SWZ,44.66
SWE,63.86
CHE,63.245
SYR,53.635002
TJK,46.575
TZA,39.755
THA,56.015
TLS,41.82
TGO,40.18
TON,54.665
TTO,55.685
TUN,56.17
TUR,53.985
TKM,51.645
UGA,40.315002
UKR,57.425003
ARE,47.08
GBR,62.760002
USA,60.795002
URY,60.77
UZB,50.52
VUT,50.975
VEN,52.41
VNM,54.745003
YEM,41.46
ZMB,39.420002
ZWE,44.64
AAE,53.36335
ACE,59.36335
GEA,51.9034
HIA,59.259502
AME,54.21765
LIA,41.578453
LMA,48.72945
ANE,52.05775
ASA,61.455
ASE,49.5181
AEE,41.64545
UMA,54.3044
EAM,53.43
ECM,60.665
GEM,52.755
HIM,60.795002
LCM,54.485
LIM,40.755
LMM,49.725
MEM,52.550003
NAN,60.795002
SAM,49.465
SSM,40.66
UMM,54.84
EAE,56.5344
ECE,59.0321
GLE,52.956703
HWW,60.6929
LCE,54.5423
LIW,43.4043
LMW,49.20285
MEE,51.74245
NAE,60.92615
SAE,49.80265
SSE,39.8116
UMW,56.03125
# Series: AVDTFEIN,NaN
"# Name: Mean age of death, female",NaN
# Definition: Average age of death overall for a population,NaN
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),NaN
# Data from the No Ceilings project: http://noceilings.org,NaN
"# For more about the data, please visit http://noceilings.org/data",NaN
AFG,31.71
ALB,49.074997
DZA,42.11
AND,54.295
AGO,30.95
ATG,49.335
ARG,49.475
ARM,48.82
AUS,53.305
AUT,52.934998
AZE,43.535
BHS,42.309998
BHR,41.945
BGD,41.175
BRB,48.29
BLR,48.05
BEL,53.205
BLZ,42.370003
BEN,30.225
BTN,40.309998
BOL,36.775
BIH,50.839996
BWA,36.64
BRA,46.11
BRN,47.295
BGR,51.510002
BFA,24.735
BDI,32.68
KHM,37.845
CMR,31.46
CAN,52.96
CPV,43.6
CAF,34.440002
TCD,26.220001
CHL,49.739998
CHN,48.480003
COL,43.83
COM,33.345
COG,34.785
CRI,48.690002
CIV,32.870003
HRV,51.625
CUB,52.275
CYP,52.71
CZE,51.559998
PRK,45.235
COD,27.845001
DNK,53.120003
DJI,34.57
DMA,47.355
DOM,46.03
ECU,43.92
EGY,43.690002
SLV,44.445
GNQ,30.8
ERI,31.505001
EST,50.045
ETH,33.775
FJI,42.934998
FIN,52.305
FRA,53.04
GAB,38.43
GMB,28.814999
GEO,49.015
DEU,53.019997
GHA,35.32
GRC,53.915
GRD,46.85
GTM,38.43
GIN,28.5
GNB,29.125
GUY,42.065002
HTI,33.934998
HND,42.754997
HUN,50.86
ISL,53.760002
IND,41.28
IDN,42.885002
IRN,45.825
IRQ,33.434998
IRL,52.235
ISR,52.839996
ITA,54.364998
JAM,46.705
JPN,54.345
JOR,44.395
KAZ,42.989998
KEN,32.16
KIR,40.34
KWT,43.5
KGZ,40.83
LAO,37.665
LVA,49.6
LBN,48.245003
LSO,34.364998
LBR,26.869999
LBY,43.395
LTU,49.21
LUX,52.065002
MKD,50.885002
